year,beta,se,pct,ci_low,ci_high
2013,0.1200698455178941,0.10723637384814182,12.75756049311505,-8.616896244248206,39.13149067842034
2014,0.11179455755641504,0.07274219961414212,11.828309423246775,-3.0308727427407867,28.964456442761733
2015,-0.04120194079051666,0.1354085674361726,-4.03646791358252,-26.405350224527268,25.13137189450976
2016,0.031996174134768275,0.10358782276314263,3.2513555039850317,-15.720558830661469,26.493985549690514
2017,-0.01388871938803966,0.13476522504006144,-1.3792716093125823,-24.27211313836507,28.43416700746637
2018,-0.02222720489082598,0.12570046263380122,-2.1982000667119306,-23.554765047275705,25.12476514862265
2019,-6.593619759863056e-5,0.09232214259275247,-0.006593402385535185,-16.557633220821277,19.827394031814638
2020,0.03142189728355018,0.07469005031355415,3.1920776632371917,-10.86052528842223,19.460036385793234
2021,0,0,0,0,0
2022,-0.013028991499148244,0.04074395984647345,-1.2944481613750503,-8.870233101650715,6.911125698752962
2023,0.01151489235609235,0.04114755433846067,1.1581443928503132,-6.6797287523653655,9.654312403899358
2024,0.12247457393650707,0.0633206395591579,13.029038087366063,-0.1630268743332164,27.964250627614607
