year,beta,se,pct,ci_low,ci_high
2013,0.18877012604607357,0.09033837521930564,20.776328724787497,1.177899658423276,44.171025782146046
2014,0.15825968567256157,0.06173621763714757,17.14703692818036,3.796173776064471,32.21516518190859
2015,0.02813353767316233,0.1182766668522489,2.853302315795636,-18.428028502124416,29.686724533070308
2016,0.0521794658254992,0.08743249275103232,5.3564804425124235,-11.235649155222616,25.05006644665382
2017,-0.011146344851001981,0.11101400490245444,-1.108445451301654,-20.445653669810117,22.92904174547865
2018,-0.008330127622498552,0.10527070338432765,-0.8295528248449702,-19.318179998491203,21.89583220527622
2019,0.03474558913538259,0.08285380737054057,3.5356269406435548,-11.983412001682748,21.790974744409077
2020,0.0536272673943296,0.06245258576103206,5.509126193898961,-6.646567965080097,19.24763201031514
2021,0,0,0,0,0
2022,-0.005242028374380589,0.030960919730618826,-0.5228312919707934,-6.379828287511757,5.700586883731296
2023,0.009233907092395344,0.038738909320985414,0.9276671137549597,-6.451761222057839,8.88921183438458
2024,0.04631705603522754,0.08104777575265792,4.740644485215717,-10.643273575715916,22.77310333737692
